,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Total annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
379,Cambodia,Han Seng power station,100,Announced,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,14.1858,104.3193,0.515700273,0.0,,,,
381,Cambodia,Koh Kong power station,2 400,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,unknown,11.39917,103.4947,10.19903665,0.0,,,,
382,Cambodia,Pailin power station,200,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,12.85056,102.6094,1.031400546,0.0,,,,
383,Cambodia,Royal Group power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,unknown,unknown,10.6333,103.5,1.6360954630000002,0.0,,,,
385,Cambodia,Sihanoukville CEL power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,10.740210000000001,103.5808,0.257850136,0.515700273,0.515700273,0.515700273,0.515700273,0.515700273
390,Cambodia,Sihanoukville CIIDG power station 1,135,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,10.732560000000001,103.5835,0.6961953679999999,1.392390737,1.392390737,1.392390737,1.392390737,1.392390737
401,Canada,Alberta Sundance power station,280,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Sub-bit,53.50741,-114.559,1.744785923,8.206295466,8.206295466,8.206295466,,
407,Canada,Battle River power station,149,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,52.469280000000005,-112.135,0.9284753659999999,4.127965809,4.127965809,4.127965809,4.127965809,4.127965809
410,Canada,Belledune power station,490,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,47.90615,-65.8637,2.48748912,2.48748912,2.48748912,2.48748912,2.48748912,2.48748912
411,Canada,Boundary Dam power station,62,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,49.09575,-103.03,0.40604465,3.977646975,,,,
417,Canada,Bow City Power Project,500,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical/CCS,Sub-bit(CCS90),50.564170000000004,-111.899,0.309497205,0.0,,,,
419,Canada,Genesee power station,430,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,53.34325,-114.305,2.49470007,7.025730948,7.025730948,7.025730948,7.025730948,7.025730948
422,Canada,Grand Lake power station,60,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,46.0,-66.0,0.36804686,0.0,,,,
423,Canada,H.R. Milner power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,54.007659999999994,-119.104,0.9201171490000001,0.9201171490000001,0.9201171490000001,0.9201171490000001,0.9201171490000001,0.9201171490000001
425,Canada,Keephills power station,403,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,53.447669999999995,-114.45100000000001,2.338056112,6.731749988,6.731749988,6.731749988,6.731749988,6.731749988
428,Canada,,500,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,42.7968,-82.4692,2.644014796,0.0,,,,
432,Canada,Lingan power station,158,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,46.23557,-60.0383,0.9691900640000001,3.876760255,3.876760255,3.876760255,3.876760255,3.876760255
436,Canada,Manitoba Brandon power station,105,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Sub-bit,49.84495,-99.8898,0.654294721,0.654294721,0.654294721,0.654294721,,
437,Canada,Nanticoke power station,490,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous/Sub-bit,42.797290000000004,-80.0516,2.6116773209999997,0.0,,,,
445,Canada,Nova Scotia Trenton power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,45.62042,-62.647,0.9201171490000001,1.808506121,1.808506121,1.808506121,1.808506121,1.808506121
447,Canada,Point Aconi Generating Station,165,Operating,Operating,Operating,Operating,Operating,CFB,Misc,46.32163,-60.33,0.977227869,0.977227869,0.977227869,0.977227869,0.977227869,0.977227869
448,Canada,Point Tupper power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,45.586420000000004,-61.3477,0.9201171490000001,0.9201171490000001,0.9201171490000001,0.9201171490000001,0.9201171490000001,0.9201171490000001
449,Canada,Poplar River power station,315,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,49.05703,-105.485,1.920695078,3.841390156,3.841390156,3.841390156,3.841390156,3.841390156
451,Canada,Shand power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,49.088229999999996,-102.863,1.7614840219999999,1.7614840219999999,1.7614840219999999,1.7614840219999999,1.7614840219999999,1.7614840219999999
452,Canada,Sheerness power station,390,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,51.44272,-111.79,2.262634947,4.525269894,4.525269894,4.525269894,4.525269894,4.525269894
454,Canada,Thunder Bay Generating Station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Sub-bit,48.359120000000004,-89.2213,0.62313783,0.0,,,,
455,Canada,Wabamun power station,279,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Sub-bit,53.55823,-114.488,1.738554545,0.0,,,,
456,Chile,Andina-Hornitos power station,165,Operating,Operating,Operating,Operating,Operating,CFB,Bituminous,-23.0877,-70.4075,0.837623888,1.675247775,1.675247775,1.675247775,1.675247775,1.675247775
458,Chile,Angamos power station,273,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous/Sub-bit,-23.0663,-70.3701,1.39687427,2.79374854,2.79374854,2.79374854,2.79374854,2.79374854
460,Chile,Barrancones power station,180,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,-29.5,-71.2667,0.913771514,0.0,,,,
463,Chile,Bocamina power station,128,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,-37.0218,-73.1663,0.7851666340000001,2.506949069,2.506949069,2.506949069,2.506949069,2.506949069
465,Chile,Castilla power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,-27.3667,-70.3333,1.6360954630000002,0.0,,,,
471,Chile,Cochrane power station,266,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,-23.0634,-70.3658,1.371762726,2.743525452,2.743525452,2.743525452,2.743525452,2.743525452
473,Chile,Cruz Grande power station,150,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous/Sub-bit,-29.511999999999997,-71.2001,0.767513335,0.0,,,,
475,Chile,Energía Minera power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,-32.7333,-71.4167,1.654538375,0.0,,,,
478,Chile,Huasco power station,153,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous/Sub-bit,-28.465,-71.2565,0.9133408690000001,4.289546752,4.289546752,4.289546752,4.289546752,4.289546752
483,Chile,Los Robles power station,375,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,-35.3333,-72.4167,1.752959425,0.0,,,,
485,Chile,Luz de Atacama power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,-24.6,-70.5,1.598829372,0.0,,,,
487,Chile,Mejillones power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous/Sub-bit,-23.0877,-70.4073,0.895432225,1.910255413,1.910255413,1.910255413,1.910255413,1.910255413
489,Chile,Mejillones power station,375,Operating,Not operating,Not operating,Not operating,Operating,Subcritical,Bituminous/Sub-bit,-23.086,-70.405,1.7588847269999999,0.0,,,,0.0
491,Chile,Norgener power station,136,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,-22.0964,-70.2099,0.8182444329999999,1.6665713819999999,1.6665713819999999,1.6665713819999999,1.6665713819999999,1.6665713819999999
493,Chile,Pacífico power station,175,Shelved,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous/Sub-bit,-20.8053,-70.1941,0.895432225,0.0,,,,
495,Chile,Patache power station,154,Retired,Operating,Operating,Operating,Not operating,Subcritical,Bituminous,-20.8053,-70.1932,0.9446536059999999,0.9446536059999999,0.9446536059999999,0.9446536059999999,0.9446536059999999,
497,Chile,Punta Alcalde power station,370,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Sub-bit,-28.5703,-71.3114,1.749083425,0.0,,,,
499,Chile,RG Generación power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,-37.0167,-73.2167,1.6360954630000002,0.0,,,,
501,Chile,Río Corrientes power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,-32.7508,-71.4813,1.654538375,0.0,,,,
503,Chile,Santa María power station,370,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,-37.0421,-73.1308,1.721782435,1.721782435,1.721782435,1.721782435,1.721782435,1.721782435
505,Chile,Tocopilla power station,85,Retired,Operating,Operating,Operating,Not operating,Subcritical,Sub-bit,-22.0964,-70.2118,0.529667155,2.7231123160000004,2.7231123160000004,2.7231123160000004,2.7231123160000004,
509,Chile,Ventanas power station,120,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,-32.7512,-71.4825,0.7477653959999999,4.996491019,4.996491019,4.996491019,4.996491019,4.996491019
513,China,Aksu Cogen power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,41.15415,80.39973,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
515,China,Aksu Xuzhou power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,41.07877,80.16948000000001,1.031400546,2.062801092,2.062801092,2.062801092,2.062801092,2.062801092
517,China,Alashan Left Qi Wusitai power station,300,Operating,Operating,Operating,Operating,Operating,Unknown,Unknown,39.446020000000004,106.6677,1.529855498,3.059710996,3.059710996,3.059710996,3.059710996,3.059710996
520,China,Anda Cogen power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,46.3996,125.2982,0.257850136,0.515700273,0.515700273,0.515700273,0.515700273,0.515700273
522,China,Anhui Bengbu power station,630,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,32.784440000000004,117.1147,2.8329725860000003,5.665945172000001,5.665945172000001,5.665945172000001,5.665945172000001,5.665945172000001
526,China,Anhui Huainan Panji power station,660,Pre-permit,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,32.76917,116.7596,2.6961962319999997,0.0,,,,
528,China,Anhui Huainan Panji Waste Coal power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,32.75062,116.8072,1.598829372,0.0,,,,
530,China,Anhui Hwasu power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,32.584790000000005,117.2532,1.41817575,2.8363515,2.8363515,2.8363515,2.8363515,2.8363515
535,China,Anhui Xinyuan Thermal Power Station,30,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,32.93653,117.3237,0.18694134899999998,0.18694134899999998,0.18694134899999998,0.18694134899999998,0.18694134899999998,0.18694134899999998
536,China,Anhui Xuancheng power station,660,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,30.869559999999996,118.865,2.919523204,5.573635208,5.573635208,5.573635208,5.573635208,5.573635208
540,China,Anlong power station,350,construction,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,25.29337,105.3888,1.598829372,0.0,,,,
542,China,Anshan Cogen power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,41.11667,122.9833,1.598829372,0.0,,,,
544,China,Anshan North power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,41.196000000000005,123.051,1.41817575,0.0,,,,
548,China,Anshan South power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,41.108000000000004,122.994,1.41817575,0.0,,,,
552,China,Anshan Steel Company No 2 power station,110,operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,41.132979999999996,122.9658,0.685451613,2.149825512,2.149825512,2.149825512,2.149825512,2.149825512
556,China,Anshun captive power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,26.3165,105.9463,1.598829372,0.0,,,,
558,China,Antaibao Gangue power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Supercritical,WSTBituminous,39.47126,112.3307,1.573873659,0.0,,,,
560,China,Anwen Songzao power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,28.641109999999998,106.7531,0.838012943,4.41687624,4.41687624,4.41687624,4.41687624,4.41687624
564,China,Aoweiqianyuan Captive power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,39.25073,111.14299999999999,0.257850136,0.515700273,0.515700273,0.515700273,0.515700273,0.515700273
566,China,APP Jinhuasheng Mill power station,80,Operating,Operating,Operating,Operating,Operating,Unknown,Unknown,31.306490000000004,120.8453,0.441958255,1.043608573,1.043608573,1.043608573,1.043608573,1.043608573
567,China,APP Zhenjiang Jindong Mill power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,32.194590000000005,119.6997,0.300825159,0.300825159,0.300825159,0.300825159,0.300825159,0.300825159
568,China,APP Zhenjiang Jindong Mill power station,80,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,32.19441,119.6998,0.481320255,1.409580746,1.409580746,1.409580746,1.409580746,1.409580746
571,China,Aral Xinhu Cogen power station,50,Operating,Operating,Operating,Operating,Operating,Unknown,Unknown,40.58943,81.19543,0.276223909,3.750106563,3.750106563,3.750106563,3.750106563,3.750106563
575,China,Army General Temple power station,2 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,44.01667,87.51666999999999,8.499197211,0.0,,,,
576,China,Bagang Toksun power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,42.82282,87.88190999999999,1.6360954630000002,0.0,,,,
578,China,Baguanhe Washery power station,135,Retired,Operating,Operating,Operating,Not operating,Subcritical,WSTCOAL,26.59575,101.6119,0.828105434,1.656210868,1.656210868,1.656210868,1.656210868,
580,China,Baise City power station,150,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,23.88635,106.5992,0.8129926259999999,0.0,,,,
582,China,Baise Smelter power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,23.786360000000002,106.8202,1.598829372,3.197658744,3.197658744,3.197658744,3.197658744,3.197658744
584,China,Baise Tiandong power station,135,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,23.62965,107.0241,0.79266781,1.58533562,1.58533562,1.58533562,1.58533562,1.58533562
586,China,Baise Tianyang power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,23.788339999999998,106.815,0.838012943,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998
588,China,Baitao cogen power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,29.58555,107.5165,0.257850136,0.515700273,0.515700273,0.515700273,0.515700273,0.515700273
590,China,Baiyanghe power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,ANTH,36.471940000000004,117.8425,0.318701606,4.822284989,,,,
597,China,Baiyin Aluminium power station,125,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,36.544000000000004,104.13799999999999,0.644625341,0.0,,,,
599,China,Baiyinhua Industrial Park Captive power station,350,Construction,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,44.7973,118.5118,1.598829372,0.0,,,,
601,China,Baoding Northwest Suberb power station,350,Operating,Not operating,Operating,Operating,Operating,Supercritical,Unknown,38.96184,115.3672,1.598829372,0.0,,0.0,0.0,0.0
603,China,Baofeng Low Heat power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Unknown,WSTCOAL,38.24642,106.5447,1.6105580730000002,0.0,,,,
